target	YNL307C	YDR477W	YNR031C	YPL031C	YLL010C	YDL006W	YHR030C	YJL128C	YJL095W	YIL035C	YDR075W	YBR274W	YNR032W	YPL140C	YMR139W	YBL016W	YBR028C	YCR091W	YNL099C	YOR061W	YKL168C	YNL298W	YGR123C	YBR125C	YDL101C	YLR113W	YNL032W	YKL166C	YFR014C	YKL139W	YJR059W	YMR216C	YBR097W	YCR008W	YKL126W	YML016C	YIR026C	YDL047W	YBL088C	YKL048C	YLR362W	YHR082C	YKL161C	YOL016C	YFL033C
Q0045	-0.18904062945316502	-0.0951373647394315	0.5030804938949079	-0.6028057737686271	1.35147933321679	-0.8607715023666	-0.7371121538034878	0.497361457842525	2.7234610225315694	-0.162960675371011	1.22063827220082	2.71161540941643	0.7524732196111199	-0.7657973853434259	2.70901091480959	-0.292322826130646	-0.90669033708876	-0.335111929873853	0.611450970234745	-0.137503440482797	-0.550297301208685	-1.16754219499789	0.6825914756812289	2.9577437246745	-0.5503855338271091	-0.0730515331237702	0.050410876731440006	1.6806009761180902	3.7971979434739502	1.04378582165614	-1.11582640355227	-3.2228154504286004	-0.39714469168366295	0.138691048078973	-0.998921253355494	1.69974123658979	0.35293806566138297	0.589015856614058	-12.0410890915275	-0.941395220559557	-0.30273048882938003	0.444807447949759	-8.226553894560231	-0.62200335399445	1.53536902735481
Q0060	1.2977099288505	0.566406975286068	0.436576185976718	1.21908308123133	0.21677205856967496	-4.504245057018269	-2.24218448585088	-0.400803116166011	3.0515783449321097	0.8781782980897459	0.0567323941900026	4.05524015964612	2.2711597453173997	-1.96832352071179	4.58694798901979	-1.0399054812145	0.7181430672224781	1.71499536550148	3.50351196603835	0.788473424875555	-2.26728616829192	-1.95758466363652	1.81277067776913	4.78017816275636	-0.62651674957612	1.31876309597453	0.8754279403034181	2.3222890762789197	4.8979220441308495	0.7583631394767991	1.2709367310083999	-3.2695477588995496	-0.29753716256940005	0.2481574503727	-2.54888457643042	0.22903211813608199	1.1703070050288702	1.36128623119514	-6.54015788247195	-0.744655079757942	-0.36390416463573405	-0.503019462082204	-6.406372768343201	4.65215474451926	3.1137133640125203
Q0085	-0.260664597985146	0.219642165076684	0.0319811590735929	0.34317242770138207	1.02722015455215	-1.09382998899387	-0.512496778801588	-0.181238820677631	1.68747456811213	0.0271793283741471	0.291627599456122	1.8434564892876797	1.1587243281279098	-0.588634174547861	1.1871685276665	-0.21762609795787397	-0.43567208958236797	-1.24888736052616	0.296309372796825	0.230832398310281	-0.42388882992152005	-0.6737392195742579	0.59410740180868	2.5412883652968397	-0.529043963826575	0.13052243946543599	0.698682683997456	1.85467769642117	3.57029062370915	0.14070296958832598	-1.28731848241164	-2.5995746158846202	0.206989143882205	-0.681093254213473	-0.8191991305226379	1.6720091245421698	0.925384876622335	0.0182799780821528	-4.21049057385834	-0.38829940630483	-0.537526237709951	0.585476077986929	-4.930232415986151	1.22345941522721	0.42266250341890604
Q0110	-0.16112770701140602	-0.184016756170346	-0.20262882102244395	-0.417155084695546	1.4743796761508603	-1.1529551810779	-0.999345895220478	-0.29283866971018396	2.39722156196974	0.26121851836946597	0.4962233632657439	2.7310194420751	-0.0699165271523364	-0.7229779638343281	2.27830945288462	-0.91214713652283	-0.569959848112895	-0.41166583630020204	0.891209732509083	0.0835300796749364	-1.1065777916933999	-1.08949844083829	0.44321740413530103	2.07534848560072	-0.531671845396476	0.0805895218060162	0.5197936700295229	0.864340526056915	2.19796513236071	-0.155768746045789	0.40654547445615297	-1.06633443806196	-0.18978784229308102	0.314384898193363	-0.840132037913305	-0.0577613460489128	-0.0741385463132554	1.6734185097371599	-5.52508057369873	-0.7155565544598621	-0.0497346277616357	-0.3289178310771	-3.84646845876969	1.5776833910431103	0.852306567974381
Q0120	-0.29497875488995695	0.29369613101955	-0.460745774003442	-0.361849307957685	1.41955661422723	-1.40639543703042	-0.6433186522255999	-0.0351416777220994	1.85572902377151	0.32572177081903003	0.283403399188178	1.8974448716688002	0.41300769762754	-0.8492176821439391	1.5275520947892298	-2.01861469762319	-1.04699576942804	-1.5690775877667702	0.49980314455389097	0.169151010168206	-0.789267923104285	-1.3996488316690099	0.509555885735974	2.0956206782834	-0.7142074406829431	-0.21827387890520997	-0.485937855845479	2.42348561125568	1.35822410074696	0.177094657910822	-0.9460889785043359	-1.78317795311021	-0.309002663885726	0.0160793180274509	-1.26022954268174	1.03523459064271	-0.21061478627487398	0.8302450586112109	-5.33951206758518	-0.9267642642744909	-0.5003711972372891	1.25182417716202	-7.5163336268595895	0.23911647093343302	-0.7368604315711279
Q0160	-0.549682852391307	0.449269494896223	-1.30870040939044	-0.6865141555711449	1.05224710913924	-0.6870086451091271	-0.15128707893413298	-0.8044178268489259	1.21364751122123	-0.0791914505156794	-0.19426109870483302	0.7970532881393309	1.25929976956654	-0.0726268179446439	-0.699200736306629	-1.46358183560785	0.379384096018608	-3.02030301257509	-0.5855982291181839	0.0609258677791252	-1.01367803033429	-0.493021145968672	0.094614985105915	1.24082363629373	0.21573180961031002	-0.32875792240782103	0.424921937833089	2.6652443421297902	-1.64530816325205	0.35738477789317696	-1.6621855692941698	-0.763157510836908	-0.686585650475699	-0.475343700298061	-0.651569728730154	0.745045983975129	-0.262088474289635	-1.54190264464515	-2.2088259888030697	-0.436358000977746	-0.766847666556041	0.0446508744372343	-1.0416480107261499	-1.40081139521105	-2.30499980730641
YAL003W	-0.402106441766326	-0.413862539780294	0.158315971675588	-0.245929270546238	-0.246288214945882	-1.19722452820165	-0.9549533005248879	-0.600603942549306	0.36776076696338794	0.3236658550368	0.683898268049759	1.11426882185336	1.19745030892444	-0.11765925814349999	0.47175409317361205	1.54887211246935	0.8097267462913249	2.01037930449076	-1.6561467604052702	-1.08713457696006	0.546097622564446	1.14888157556485	0.28498380991052197	-0.7690685259630359	-1.3433186342516399	1.32317796217469	-0.424404630997637	-2.3165037137661697	-0.243894759119534	-1.09732258357747	-0.71903928087563	-1.70754208946428	-0.6424533470648081	0.35143478731109	-0.93412889056181	-0.22998950867525303	-0.6997755686446411	-1.55990419829869	2.58518546526333	-1.3744689661453602	0.61072091242973	-0.6965404299085469	0.8931690025198771	-0.265455707335051	0.12312175412821302
YAL005C	1.39310700985365	1.1531054360548798	0.8576122175240021	0.0481025515249086	-0.110222431704914	0.275771465030372	1.8586902498603899	2.01868962041875	0.11634677979009801	-0.0286699534960536	-2.05991025138679	-0.419693123017497	1.0301672842479899	0.0314614180472737	0.545748394110503	1.73978968349556	0.25180313923305103	5.07492814299122	0.572673990420222	0.17987069889148802	-0.0122333049447588	-1.3334162067798798	-2.177255459461	-0.119648428147218	0.125226363198009	2.21978919280494	-1.0564310742424798	-0.645443091098443	1.6476211534213798	-0.248705335558415	-0.0181820147463229	-0.138399432396583	-0.0180704965112953	-1.62349934231522	-0.5936852530213829	3.7949864722371602	-1.54191286703282	-1.24083666542866	0.754347571619359	0.529457373962974	1.06855559986587	-0.7084542950314541	2.54545853653857	-0.47923141288101206	2.93683000355761
YAL008W	0.23909656991278302	0.153168978097632	-0.6263800387910071	0.26665625537676896	-1.0019161033114	0.535286121310554	0.565792434589913	0.5690069099087359	-0.6527120697979589	-1.4906211626448798	-0.326463769210013	-1.3544195502288503	0.7664742125256109	0.7017357649877239	-0.9433554143662479	-0.487034407427025	-0.42898624441506	-0.16024701150545598	0.923469544113886	1.1765384982161398	-0.751178754856378	0.787739393756524	-0.114515807744478	-1.01422053068896	0.296256118315704	0.0791017771752072	1.41070438000454	0.395449352245818	-0.0439048412590912	0.301441714199362	0.4707569996560279	0.6312999770857329	0.41354970191084206	-1.1055310652988501	0.801486965243582	0.35108790590846195	-0.476676188247466	-0.605230644795878	0.636150281874311	1.35668047755234	-0.4585434944156379	-0.75730772070708	-0.387142451227926	-0.473198735802472	-0.427164896598206
YAL012W	0.49418119668344396	0.252272128771529	0.5628697117993361	-0.8882073663603729	0.7068315633696669	-0.383999377454866	0.829163900102462	-0.0275383972632656	0.974435743802347	0.174090830469773	0.258910747563611	0.10560804396894001	0.660166373067112	0.691399617724757	-0.348368139761468	0.0735815317137467	1.2586911078276002	0.41243006786494	-1.12393565666694	-0.126314514619697	0.9704270614043491	-0.188415467767169	0.195881719857918	-0.402958943613086	-0.216191855273318	0.6207846787777559	0.27010079459553	-1.3709604967820002	-0.22545807439699103	0.10571234979965599	-0.19532876029465301	0.0581051135839576	-0.6792300040673399	0.10335962463939401	-0.211573151968058	-0.94331245790239	-1.2606262943631699	-0.35949268714620397	0.624868303820898	-0.512091233829102	0.0566222372241307	0.527005126307397	0.628671225060311	0.42797858158901	0.44097751885432507
